frequency,timestamp
51.73,2024-10-03 20:46:13.687
49.97,2024-10-03 20:46:13.697
51.78,2024-10-03 20:46:13.705
52.19,2024-10-03 20:46:13.713
50.12,2024-10-03 20:46:13.721
50.78,2024-10-03 20:46:13.728
49.42,2024-10-03 20:46:13.736
49.48,2024-10-03 20:46:13.747
51.94,2024-10-03 20:46:13.755
50.22,2024-10-03 20:46:13.763
51.27,2024-10-03 20:46:13.770
52.9,2024-10-03 20:46:13.779
50.86,2024-10-03 20:46:18.035
50.97,2024-10-03 20:46:18.043
49.85,2024-10-03 20:46:18.051
51.62,2024-10-03 20:46:18.060
51.45,2024-10-03 20:46:18.068
50.4,2024-10-03 20:46:18.075
51.45,2024-10-03 20:46:18.084
49.55,2024-10-03 20:46:18.092
51.65,2024-10-03 20:46:18.101
50.39,2024-10-03 20:46:18.110
52.83,2024-10-03 20:46:18.118
52.23,2024-10-03 20:46:18.127
51.18,2024-10-03 20:46:18.136
52.95,2024-10-03 20:46:18.145
49.9,2024-10-03 20:46:21.341
50.47,2024-10-03 20:46:21.351
50.79,2024-10-03 20:46:21.359
50.0,2024-10-03 20:46:21.369
52.27,2024-10-03 20:46:21.380
50.18,2024-10-03 20:46:21.389
52.64,2024-10-03 20:46:21.400
51.26,2024-10-03 20:46:25.280
52.1,2024-10-03 20:46:25.287
51.12,2024-10-03 20:46:25.296
49.94,2024-10-03 20:46:25.303
52.47,2024-10-03 20:46:25.311
52.32,2024-10-03 20:46:25.319
49.59,2024-10-03 20:46:25.326
50.81,2024-10-03 20:46:25.335
52.27,2024-10-03 20:46:25.342
52.4,2024-10-03 20:46:25.350
51.51,2024-10-03 20:46:25.358
52.06,2024-10-03 20:46:25.365
50.91,2024-10-03 20:46:25.373
51.54,2024-10-03 20:46:25.381
49.5,2024-10-03 20:46:25.389
50.56,2024-10-03 20:46:25.398
51.8,2024-10-03 20:46:25.407
50.86,2024-10-03 20:46:25.415
51.1,2024-10-03 20:46:25.423
50.47,2024-10-03 20:46:25.436
51.57,2024-10-03 20:46:25.448
51.83,2024-10-03 20:46:25.460
49.02,2024-10-03 20:46:25.469
51.4,2024-10-03 20:46:31.069
51.71,2024-10-03 20:46:31.081
52.74,2024-10-03 20:46:31.090
49.15,2024-10-03 20:46:34.838
50.49,2024-10-03 20:46:34.845
52.58,2024-10-03 20:46:34.854
52.0,2024-10-03 20:46:34.863
52.23,2024-10-03 20:46:34.873
52.3,2024-10-03 20:46:34.882
51.2,2024-10-03 20:46:34.890
51.36,2024-10-03 20:46:34.897
50.76,2024-10-03 20:46:34.906
51.34,2024-10-03 20:46:34.914
49.33,2024-10-03 20:46:34.922
51.02,2024-10-03 20:46:34.931
52.24,2024-10-03 20:46:34.939
49.52,2024-10-03 20:46:34.948
51.22,2024-10-03 20:46:34.957
52.45,2024-10-03 20:46:34.965
52.12,2024-10-03 20:46:34.973
51.76,2024-10-03 20:46:34.981
50.23,2024-10-03 20:46:34.991
51.64,2024-10-03 20:46:34.998
51.04,2024-10-03 20:46:35.007
50.28,2024-10-03 20:46:35.016
49.53,2024-10-03 20:46:35.024
49.6,2024-10-03 20:46:35.032
52.13,2024-10-03 20:46:35.040
51.3,2024-10-03 20:46:35.048
50.36,2024-10-03 20:46:35.056
52.04,2024-10-03 20:46:35.064
49.67,2024-10-03 20:46:35.071
49.63,2024-10-03 20:46:35.081
49.16,2024-10-03 20:46:35.089
52.81,2024-10-03 20:46:35.098
49.37,2024-10-03 20:46:39.755
49.49,2024-10-03 20:46:39.772
50.26,2024-10-03 20:46:39.787
49.17,2024-10-03 20:46:39.800
52.81,2024-10-03 20:46:44.080
50.04,2024-10-03 20:46:48.187
49.29,2024-10-03 20:46:48.197
49.33,2024-10-03 20:46:48.208
49.35,2024-10-03 20:46:48.218
50.26,2024-10-03 20:46:48.228
52.45,2024-10-03 20:46:48.236
49.13,2024-10-03 20:46:48.244
50.72,2024-10-03 20:46:51.386
52.67,2024-10-03 20:46:51.393
51.74,2024-10-03 20:46:51.401
51.18,2024-10-03 20:46:51.408
49.39,2024-10-03 20:46:51.416
50.3,2024-10-03 20:46:51.424
52.88,2024-10-03 20:46:51.432
49.09,2024-10-03 20:46:55.728
49.28,2024-10-03 20:46:59.766
52.73,2024-10-03 20:46:59.774
51.64,2024-10-03 20:47:03.781
49.88,2024-10-03 20:47:03.791
50.17,2024-10-03 20:47:03.799
50.81,2024-10-03 20:47:03.808
51.58,2024-10-03 20:47:03.817
50.95,2024-10-03 20:47:03.825
51.35,2024-10-03 20:47:03.835
52.46,2024-10-03 20:47:03.844
51.11,2024-10-03 20:47:03.852
52.39,2024-10-03 20:47:03.860
49.78,2024-10-03 20:47:03.868
49.59,2024-10-03 20:47:03.876
49.73,2024-10-03 20:47:03.885
52.72,2024-10-03 20:47:03.893
51.36,2024-10-03 20:47:07.790
52.68,2024-10-03 20:47:07.798
49.56,2024-10-03 20:47:07.805
50.14,2024-10-03 20:47:07.812
51.8,2024-10-03 20:47:07.820
51.13,2024-10-03 20:47:07.828
49.89,2024-10-03 20:47:07.835
50.83,2024-10-03 20:47:07.843
49.97,2024-10-03 20:47:07.850
50.46,2024-10-03 20:47:07.857
50.99,2024-10-03 20:47:07.865
51.76,2024-10-03 20:47:07.871
50.89,2024-10-03 20:47:07.880
50.65,2024-10-03 20:47:07.888
51.59,2024-10-03 20:47:07.896
51.92,2024-10-03 20:47:07.903
52.37,2024-10-03 20:47:07.910
52.33,2024-10-03 20:47:07.918
49.85,2024-10-03 20:47:07.926
51.42,2024-10-03 20:47:07.934
52.88,2024-10-03 20:47:07.942
52.06,2024-10-03 20:47:11.920
51.16,2024-10-03 20:47:11.930
51.88,2024-10-03 20:47:11.940
51.32,2024-10-03 20:47:11.948
49.03,2024-10-03 20:47:11.959
52.17,2024-10-03 20:47:15.799
49.38,2024-10-03 20:47:15.807
52.67,2024-10-03 20:47:15.815
49.95,2024-10-03 20:47:15.825
52.33,2024-10-03 20:47:15.835
51.44,2024-10-03 20:47:15.845
50.13,2024-10-03 20:47:15.852
49.63,2024-10-03 20:47:15.862
49.11,2024-10-03 20:47:15.869
49.31,2024-10-03 20:47:19.144
51.02,2024-10-03 20:47:19.153
50.11,2024-10-03 20:47:19.160
51.92,2024-10-03 20:47:19.166
51.18,2024-10-03 20:47:19.173
50.79,2024-10-03 20:47:19.180
49.91,2024-10-03 20:47:19.187
49.59,2024-10-03 20:47:19.194
49.46,2024-10-03 20:47:19.202
50.86,2024-10-03 20:47:19.209
52.04,2024-10-03 20:47:19.216
49.44,2024-10-03 20:47:19.223
51.6,2024-10-03 20:47:19.230
49.95,2024-10-03 20:47:19.237
50.26,2024-10-03 20:47:19.246
49.29,2024-10-03 20:47:19.253
52.47,2024-10-03 20:47:19.262
50.22,2024-10-03 20:47:19.270
51.39,2024-10-03 20:47:19.278
50.6,2024-10-03 20:47:19.287
50.82,2024-10-03 20:47:19.296
49.71,2024-10-03 20:47:19.303
51.46,2024-10-03 20:47:19.310
51.1,2024-10-03 20:47:19.318
50.58,2024-10-03 20:47:19.325
49.47,2024-10-03 20:47:19.333
50.66,2024-10-03 20:47:19.340
50.54,2024-10-03 20:47:19.349
52.91,2024-10-03 20:47:19.357
51.94,2024-10-03 20:47:22.684
52.76,2024-10-03 20:47:22.691
49.41,2024-10-03 20:47:25.892
49.38,2024-10-03 20:47:25.901
50.98,2024-10-03 20:47:25.908
49.56,2024-10-03 20:47:25.915
50.13,2024-10-03 20:47:25.922
50.85,2024-10-03 20:47:25.929
50.09,2024-10-03 20:47:25.937
49.24,2024-10-03 20:47:25.944
51.41,2024-10-03 20:47:29.230
52.99,2024-10-03 20:47:29.237
50.49,2024-10-03 20:47:32.429
50.02,2024-10-03 20:47:32.439
50.5,2024-10-03 20:47:32.447
50.77,2024-10-03 20:47:32.455
50.8,2024-10-03 20:47:32.464
51.69,2024-10-03 20:47:32.473
49.24,2024-10-03 20:47:32.483
49.76,2024-10-03 20:47:35.789
50.4,2024-10-03 20:47:35.798
50.35,2024-10-03 20:47:35.804
52.52,2024-10-03 20:47:35.811
51.64,2024-10-03 20:47:35.819
52.88,2024-10-03 20:47:35.825
52.28,2024-10-03 20:47:38.974
50.97,2024-10-03 20:47:38.983
50.65,2024-10-03 20:47:38.991
52.56,2024-10-03 20:47:38.998
51.65,2024-10-03 20:47:39.005
51.54,2024-10-03 20:47:39.013
51.42,2024-10-03 20:47:39.020
50.61,2024-10-03 20:47:39.028
52.78,2024-10-03 20:47:39.035
51.22,2024-10-03 20:47:42.345
51.97,2024-10-03 20:47:42.352
50.35,2024-10-03 20:47:42.359
52.47,2024-10-03 20:47:42.367
52.02,2024-10-03 20:47:42.374
49.17,2024-10-03 20:47:42.380
52.88,2024-10-03 20:47:45.691
49.58,2024-10-03 20:47:48.852
52.98,2024-10-03 20:47:48.860
50.3,2024-10-03 20:47:52.126
50.5,2024-10-03 20:47:52.135
49.89,2024-10-03 20:47:52.142
49.27,2024-10-03 20:47:52.151
52.7,2024-10-03 20:47:52.158
49.84,2024-10-03 20:47:56.225
51.05,2024-10-03 20:47:56.234
49.87,2024-10-03 20:47:56.242
50.37,2024-10-03 20:47:56.250
51.57,2024-10-03 20:47:56.260
52.07,2024-10-03 20:47:56.269
49.5,2024-10-03 20:47:56.277
51.93,2024-10-03 20:47:56.285
51.84,2024-10-03 20:47:56.293
50.1,2024-10-03 20:47:56.301
51.02,2024-10-03 20:47:56.310
49.05,2024-10-03 20:47:56.320
49.14,2024-10-03 20:48:00.433
50.66,2024-10-03 20:48:00.443
49.32,2024-10-03 20:48:00.450
51.24,2024-10-03 20:48:00.456
50.13,2024-10-03 20:48:00.464
51.67,2024-10-03 20:48:00.473
50.81,2024-10-03 20:48:00.480
52.07,2024-10-03 20:48:00.488
52.14,2024-10-03 20:48:00.495
50.79,2024-10-03 20:48:00.502
52.31,2024-10-03 20:48:00.510
51.77,2024-10-03 20:48:00.517
50.58,2024-10-03 20:48:00.524
50.86,2024-10-03 20:48:00.531
50.94,2024-10-03 20:48:00.538
51.53,2024-10-03 20:48:00.546
51.01,2024-10-03 20:48:00.553
51.31,2024-10-03 20:48:00.561
52.51,2024-10-03 20:48:00.568
50.55,2024-10-03 20:48:00.575
50.47,2024-10-03 20:48:00.582
50.95,2024-10-03 20:48:00.589
50.52,2024-10-03 20:48:00.597
52.64,2024-10-03 20:48:00.605
52.21,2024-10-03 20:48:03.745
50.68,2024-10-03 20:48:03.754
52.19,2024-10-03 20:48:03.763
49.02,2024-10-03 20:48:03.771
51.49,2024-10-03 20:48:06.987
51.05,2024-10-03 20:48:06.996
51.2,2024-10-03 20:48:07.003
49.38,2024-10-03 20:48:07.012
49.63,2024-10-03 20:48:07.020
51.52,2024-10-03 20:48:07.028
50.34,2024-10-03 20:48:07.036
49.65,2024-10-03 20:48:07.044
52.03,2024-10-03 20:48:07.051
51.55,2024-10-03 20:48:07.059
51.02,2024-10-03 20:48:07.066
49.75,2024-10-03 20:48:07.074
49.86,2024-10-03 20:48:07.081
50.54,2024-10-03 20:48:07.090
49.48,2024-10-03 20:48:07.097
50.8,2024-10-03 20:48:07.105
49.96,2024-10-03 20:48:07.113
52.3,2024-10-03 20:48:07.120
51.41,2024-10-03 20:48:07.128
51.82,2024-10-03 20:48:07.137
50.62,2024-10-03 20:48:07.144
51.53,2024-10-03 20:48:07.153
49.9,2024-10-03 20:48:07.160
52.1,2024-10-03 20:48:07.168
51.99,2024-10-03 20:48:07.175
51.73,2024-10-03 20:48:07.182
49.21,2024-10-03 20:48:07.189
50.24,2024-10-03 20:48:07.196
51.36,2024-10-03 20:48:07.203
50.08,2024-10-03 20:48:07.211
50.09,2024-10-03 20:48:07.218
51.32,2024-10-03 20:48:07.226
49.3,2024-10-03 20:48:07.234
51.24,2024-10-03 20:48:07.242
49.24,2024-10-03 20:48:07.250
51.76,2024-10-03 20:48:10.728
51.95,2024-10-03 20:48:10.736
52.31,2024-10-03 20:48:10.742
52.04,2024-10-03 20:48:10.749
49.52,2024-10-03 20:48:10.756
51.94,2024-10-03 20:48:10.763
51.43,2024-10-03 20:48:10.773
50.01,2024-10-03 20:48:10.780
52.47,2024-10-03 20:48:10.788
50.25,2024-10-03 20:48:10.795
50.82,2024-10-03 20:48:10.803
51.86,2024-10-03 20:48:10.810
51.87,2024-10-03 20:48:10.819
52.36,2024-10-03 20:48:10.828
50.26,2024-10-03 20:48:10.835
51.3,2024-10-03 20:48:10.843
52.85,2024-10-03 20:48:10.851
52.1,2024-10-03 20:48:14.196
49.3,2024-10-03 20:48:14.205
52.11,2024-10-03 20:48:14.212
49.67,2024-10-03 20:48:14.219
49.2,2024-10-03 20:48:14.225
49.63,2024-10-03 20:48:14.232
52.52,2024-10-03 20:48:14.239
51.79,2024-10-03 20:48:14.247
52.93,2024-10-03 20:48:14.254
50.92,2024-10-03 20:48:17.394
50.74,2024-10-03 20:48:17.401
51.72,2024-10-03 20:48:17.408
50.28,2024-10-03 20:48:17.417
52.7,2024-10-03 20:48:17.425
51.36,2024-10-03 20:48:20.519
49.51,2024-10-03 20:48:20.529
52.26,2024-10-03 20:48:20.536
50.45,2024-10-03 20:48:20.544
50.28,2024-10-03 20:48:20.551
51.74,2024-10-03 20:48:20.558
50.98,2024-10-03 20:48:20.564
51.73,2024-10-03 20:48:20.573
49.7,2024-10-03 20:48:20.580
51.34,2024-10-03 20:48:20.588
51.42,2024-10-03 20:48:20.596
50.7,2024-10-03 20:48:20.603
52.98,2024-10-03 20:48:20.611
51.66,2024-10-03 20:48:23.705
51.04,2024-10-03 20:48:23.713
52.65,2024-10-03 20:48:23.720
51.7,2024-10-03 20:48:23.729
49.34,2024-10-03 20:48:23.737
50.89,2024-10-03 20:48:23.744
52.55,2024-10-03 20:48:23.752
50.62,2024-10-03 20:48:23.760
52.58,2024-10-03 20:48:23.769
51.01,2024-10-03 20:48:23.778
50.76,2024-10-03 20:48:23.787
52.38,2024-10-03 20:48:23.795
51.67,2024-10-03 20:48:23.803
49.64,2024-10-03 20:48:23.811
49.99,2024-10-03 20:48:23.819
49.73,2024-10-03 20:48:23.827
49.32,2024-10-03 20:48:23.835
52.85,2024-10-03 20:48:23.843
49.73,2024-10-03 20:48:26.967
49.75,2024-10-03 20:48:26.976
50.18,2024-10-03 20:48:26.984
49.11,2024-10-03 20:48:26.992
52.84,2024-10-03 20:48:31.310
52.61,2024-10-03 20:48:31.318
52.84,2024-10-03 20:48:31.326
49.5,2024-10-03 20:48:31.334
52.06,2024-10-03 20:48:31.346
52.41,2024-10-03 20:48:31.358
49.29,2024-10-03 20:48:31.371
51.06,2024-10-03 20:48:31.381
52.75,2024-10-03 20:48:31.389
51.31,2024-10-03 20:48:34.862
50.97,2024-10-03 20:48:34.871
52.02,2024-10-03 20:48:34.878
49.11,2024-10-03 20:48:34.885
52.71,2024-10-03 20:48:39.243
51.88,2024-10-03 20:48:42.889
52.38,2024-10-03 20:48:42.898
52.32,2024-10-03 20:48:42.904
50.61,2024-10-03 20:48:42.911
51.91,2024-10-03 20:48:42.918
51.29,2024-10-03 20:48:42.925
49.26,2024-10-03 20:48:42.931
49.98,2024-10-03 20:48:42.938
51.67,2024-10-03 20:48:42.945
52.11,2024-10-03 20:48:42.951
51.77,2024-10-03 20:48:42.958
52.48,2024-10-03 20:48:42.965
51.79,2024-10-03 20:48:42.973
51.19,2024-10-03 20:48:42.983
50.26,2024-10-03 20:48:42.992
52.67,2024-10-03 20:48:43.002
51.55,2024-10-03 20:48:43.010
52.02,2024-10-03 20:48:43.017
51.14,2024-10-03 20:48:43.025
49.0,2024-10-03 20:48:43.032
51.9,2024-10-03 20:48:46.541
51.47,2024-10-03 20:48:46.548
50.77,2024-10-03 20:48:46.555
50.24,2024-10-03 20:48:46.562
52.76,2024-10-03 20:48:46.569
51.14,2024-10-03 20:48:50.187
52.66,2024-10-03 20:48:50.196
49.64,2024-10-03 20:48:50.202
51.15,2024-10-03 20:48:50.209
51.2,2024-10-03 20:48:50.216
51.7,2024-10-03 20:48:50.222
51.27,2024-10-03 20:48:50.229
50.68,2024-10-03 20:48:50.236
50.92,2024-10-03 20:48:50.243
52.61,2024-10-03 20:48:50.249
49.38,2024-10-03 20:48:50.256
50.29,2024-10-03 20:48:50.263
51.72,2024-10-03 20:48:50.270
50.89,2024-10-03 20:48:50.277
51.83,2024-10-03 20:48:50.284
49.04,2024-10-03 20:48:50.291
50.66,2024-10-03 20:48:54.586
52.56,2024-10-03 20:48:54.593
51.79,2024-10-03 20:48:54.600
49.41,2024-10-03 20:48:54.607
49.36,2024-10-03 20:48:54.614
52.6,2024-10-03 20:48:54.621
50.69,2024-10-03 20:48:54.627
52.46,2024-10-03 20:48:54.634
52.37,2024-10-03 20:48:54.641
51.26,2024-10-03 20:48:54.649
51.46,2024-10-03 20:48:54.656
50.23,2024-10-03 20:48:54.664
49.91,2024-10-03 20:48:54.671
50.98,2024-10-03 20:48:54.678
49.06,2024-10-03 20:48:54.686
49.76,2024-10-03 20:48:58.221
50.36,2024-10-03 20:48:58.231
51.67,2024-10-03 20:48:58.237
51.01,2024-10-03 20:48:58.244
52.41,2024-10-03 20:48:58.251
51.66,2024-10-03 20:48:58.258
51.36,2024-10-03 20:48:58.264
50.21,2024-10-03 20:48:58.270
52.42,2024-10-03 20:48:58.276
51.85,2024-10-03 20:48:58.282
52.57,2024-10-03 20:48:58.289
52.06,2024-10-03 20:48:58.296
50.06,2024-10-03 20:48:58.303
49.54,2024-10-03 20:48:58.310
50.96,2024-10-03 20:48:58.316
51.31,2024-10-03 20:48:58.324
49.56,2024-10-03 20:48:58.330
50.36,2024-10-03 20:48:58.337
51.15,2024-10-03 20:48:58.344
50.76,2024-10-03 20:48:58.350
49.35,2024-10-03 20:48:58.357
50.78,2024-10-03 20:48:58.364
52.61,2024-10-03 20:48:58.371
52.84,2024-10-03 20:48:58.377
51.27,2024-10-03 20:48:58.384
52.57,2024-10-03 20:48:58.390
50.09,2024-10-03 20:48:58.398
51.3,2024-10-03 20:48:58.404
52.23,2024-10-03 20:48:58.411
51.46,2024-10-03 20:48:58.417
49.77,2024-10-03 20:48:58.425
51.89,2024-10-03 20:48:58.432
52.66,2024-10-03 20:48:58.440
49.67,2024-10-03 20:48:58.447
50.38,2024-10-03 20:48:58.454
50.19,2024-10-03 20:48:58.461
50.19,2024-10-03 20:48:58.468
49.75,2024-10-03 20:48:58.475
50.54,2024-10-03 20:48:58.482
51.68,2024-10-03 20:48:58.489
49.34,2024-10-03 20:48:58.496
51.32,2024-10-03 20:48:58.503
52.73,2024-10-03 20:48:58.510
50.55,2024-10-03 20:49:01.775
50.19,2024-10-03 20:49:01.782
51.28,2024-10-03 20:49:01.789
51.45,2024-10-03 20:49:01.795
49.18,2024-10-03 20:49:01.802
50.61,2024-10-03 20:49:01.810
51.97,2024-10-03 20:49:01.818
52.83,2024-10-03 20:49:01.825
50.39,2024-10-03 20:49:01.832
50.74,2024-10-03 20:49:01.837
51.93,2024-10-03 20:49:01.845
52.99,2024-10-03 20:49:01.852
50.97,2024-10-03 20:49:05.098
49.09,2024-10-03 20:49:05.107
52.62,2024-10-03 20:49:08.272
52.59,2024-10-03 20:49:08.280
52.89,2024-10-03 20:49:08.288
52.25,2024-10-03 20:49:11.356
50.08,2024-10-03 20:49:11.365
50.49,2024-10-03 20:49:11.373
51.35,2024-10-03 20:49:11.380
52.57,2024-10-03 20:49:11.388
52.06,2024-10-03 20:49:11.395
49.24,2024-10-03 20:49:11.403
52.99,2024-10-03 20:49:14.529
52.12,2024-10-03 20:49:17.626
52.48,2024-10-03 20:49:17.635
49.58,2024-10-03 20:49:17.642
49.48,2024-10-03 20:49:17.648
50.83,2024-10-03 20:49:17.655
51.59,2024-10-03 20:49:17.661
49.2,2024-10-03 20:49:17.667
51.56,2024-10-03 20:49:17.673
52.61,2024-10-03 20:49:17.681
51.59,2024-10-03 20:49:17.687
51.9,2024-10-03 20:49:17.693
51.17,2024-10-03 20:49:17.701
49.58,2024-10-03 20:49:17.707
51.07,2024-10-03 20:49:17.714
52.33,2024-10-03 20:49:17.720
52.14,2024-10-03 20:49:17.727
49.69,2024-10-03 20:49:17.734
49.6,2024-10-03 20:49:17.740
51.93,2024-10-03 20:49:17.747
52.72,2024-10-03 20:49:17.754
52.21,2024-10-03 20:49:20.826
52.71,2024-10-03 20:49:20.833
49.78,2024-10-03 20:49:24.793
50.42,2024-10-03 20:49:24.803
49.85,2024-10-03 20:49:24.809
52.74,2024-10-03 20:49:24.816
50.74,2024-10-03 20:49:28.005
52.25,2024-10-03 20:49:28.012
50.25,2024-10-03 20:49:28.020
49.37,2024-10-03 20:49:28.026
49.98,2024-10-03 20:49:28.033
50.98,2024-10-03 20:49:28.039
52.3,2024-10-03 20:49:28.046
49.59,2024-10-03 20:49:28.052
52.88,2024-10-03 20:49:28.059
49.03,2024-10-03 20:49:31.261
50.33,2024-10-03 20:49:34.651
51.68,2024-10-03 20:49:34.659
49.64,2024-10-03 20:49:34.665
50.29,2024-10-03 20:49:34.672
51.47,2024-10-03 20:49:34.679
51.61,2024-10-03 20:49:34.686
52.89,2024-10-03 20:49:34.693
49.35,2024-10-03 20:49:38.651
51.5,2024-10-03 20:49:38.661
50.09,2024-10-03 20:49:38.669
49.54,2024-10-03 20:49:38.678
52.13,2024-10-03 20:49:38.686
49.21,2024-10-03 20:49:38.695
49.46,2024-10-03 20:49:38.703
50.73,2024-10-03 20:49:38.712
52.12,2024-10-03 20:49:38.720
52.14,2024-10-03 20:49:38.729
50.43,2024-10-03 20:49:38.738
50.35,2024-10-03 20:49:38.745
51.9,2024-10-03 20:49:38.754
50.39,2024-10-03 20:49:38.764
49.7,2024-10-03 20:49:38.772
50.88,2024-10-03 20:49:38.781
50.41,2024-10-03 20:49:38.790
49.69,2024-10-03 20:49:38.801
51.93,2024-10-03 20:49:38.812
52.49,2024-10-03 20:49:38.822
51.71,2024-10-03 20:49:38.831
52.7,2024-10-03 20:49:38.843
50.37,2024-10-03 20:49:42.948
52.47,2024-10-03 20:49:42.957
49.23,2024-10-03 20:49:42.966
51.72,2024-10-03 20:49:46.203
52.41,2024-10-03 20:49:46.213
50.25,2024-10-03 20:49:46.221
50.78,2024-10-03 20:49:46.228
52.52,2024-10-03 20:49:46.238
51.55,2024-10-03 20:49:46.246
52.98,2024-10-03 20:49:46.254
52.58,2024-10-03 20:49:49.376
52.66,2024-10-03 20:49:49.386
49.15,2024-10-03 20:49:49.395
50.25,2024-10-03 20:49:49.404
49.82,2024-10-03 20:49:49.413
50.46,2024-10-03 20:49:49.422
51.66,2024-10-03 20:49:49.432
50.63,2024-10-03 20:49:49.443
51.6,2024-10-03 20:49:49.451
52.67,2024-10-03 20:49:49.461
49.16,2024-10-03 20:49:49.472
52.56,2024-10-03 20:49:49.481
50.69,2024-10-03 20:49:49.491
51.0,2024-10-03 20:49:49.500
52.25,2024-10-03 20:49:49.511
51.91,2024-10-03 20:49:49.520
50.98,2024-10-03 20:49:49.529
50.23,2024-10-03 20:49:49.538
49.81,2024-10-03 20:49:49.546
50.62,2024-10-03 20:49:49.554
49.73,2024-10-03 20:49:49.563
51.92,2024-10-03 20:49:49.572
52.29,2024-10-03 20:49:49.580
52.45,2024-10-03 20:49:49.588
52.97,2024-10-03 20:49:49.596
50.51,2024-10-03 20:49:53.558
49.28,2024-10-03 20:49:53.569
52.88,2024-10-03 20:49:53.577
49.22,2024-10-03 20:49:56.823
52.53,2024-10-03 20:49:56.832
49.38,2024-10-03 20:49:56.840
51.46,2024-10-03 20:49:56.850
49.14,2024-10-03 20:49:56.859
51.43,2024-10-03 20:49:56.867
49.71,2024-10-03 20:49:56.877
49.2,2024-10-03 20:49:56.887
52.32,2024-10-03 20:49:56.897
49.51,2024-10-03 20:49:56.907
49.06,2024-10-03 20:49:56.915
49.56,2024-10-03 20:50:00.255
50.87,2024-10-03 20:50:00.265
52.42,2024-10-03 20:50:00.273
49.44,2024-10-03 20:50:00.283
50.27,2024-10-03 20:50:00.291
52.08,2024-10-03 20:50:00.301
49.78,2024-10-03 20:50:00.310
49.47,2024-10-03 20:50:00.317
50.73,2024-10-03 20:50:00.327
50.49,2024-10-03 20:50:00.337
51.04,2024-10-03 20:50:00.346
50.75,2024-10-03 20:50:00.357
51.85,2024-10-03 20:50:00.366
51.02,2024-10-03 20:50:00.374
52.59,2024-10-03 20:50:00.384
52.75,2024-10-03 20:50:00.394
50.52,2024-10-03 20:50:03.513
52.58,2024-10-03 20:50:03.522
52.21,2024-10-03 20:50:03.530
50.01,2024-10-03 20:50:03.539
49.82,2024-10-03 20:50:03.547
52.23,2024-10-03 20:50:03.554
49.42,2024-10-03 20:50:03.562
51.25,2024-10-03 20:50:03.570
49.94,2024-10-03 20:50:03.579
52.92,2024-10-03 20:50:03.588
49.56,2024-10-03 20:50:06.854
50.6,2024-10-03 20:50:06.866
51.4,2024-10-03 20:50:06.877
51.81,2024-10-03 20:50:06.891
49.06,2024-10-03 20:50:06.901
52.73,2024-10-03 20:50:10.173
49.65,2024-10-03 20:50:13.337
50.91,2024-10-03 20:50:13.347
50.46,2024-10-03 20:50:13.355
49.05,2024-10-03 20:50:13.362
50.9,2024-10-03 20:50:16.882
49.1,2024-10-03 20:50:16.892
52.67,2024-10-03 20:50:20.115
49.49,2024-10-03 20:50:20.125
51.86,2024-10-03 20:50:20.133
52.83,2024-10-03 20:50:20.142
51.64,2024-10-03 20:50:20.152
51.3,2024-10-03 20:50:20.162
49.72,2024-10-03 20:50:20.171
52.29,2024-10-03 20:50:20.182
49.54,2024-10-03 20:50:20.192
51.96,2024-10-03 20:50:20.202
50.69,2024-10-03 20:50:20.211
50.42,2024-10-03 20:50:20.220
52.6,2024-10-03 20:50:20.228
49.97,2024-10-03 20:50:20.238
51.65,2024-10-03 20:50:20.248
50.04,2024-10-03 20:50:20.257
51.87,2024-10-03 20:50:20.266
52.63,2024-10-03 20:50:20.277
52.83,2024-10-03 20:50:20.286
52.22,2024-10-03 20:50:20.294
50.5,2024-10-03 20:50:20.303
50.49,2024-10-03 20:50:20.311
51.6,2024-10-03 20:50:20.319
52.87,2024-10-03 20:50:20.327
49.25,2024-10-03 20:50:24.559
50.01,2024-10-03 20:50:24.568
50.35,2024-10-03 20:50:24.576
50.48,2024-10-03 20:50:24.583
52.52,2024-10-03 20:50:24.591
49.96,2024-10-03 20:50:24.599
52.27,2024-10-03 20:50:24.607
50.42,2024-10-03 20:50:24.614
52.02,2024-10-03 20:50:24.624
50.25,2024-10-03 20:50:24.635
51.29,2024-10-03 20:50:24.646
52.98,2024-10-03 20:50:24.655
52.4,2024-10-03 20:50:27.690
49.44,2024-10-03 20:50:27.700
50.34,2024-10-03 20:50:27.706
52.92,2024-10-03 20:50:27.713
51.18,2024-10-03 20:50:31.069
51.56,2024-10-03 20:50:31.079
51.55,2024-10-03 20:50:31.088
51.54,2024-10-03 20:50:31.096
49.32,2024-10-03 20:50:31.105
50.53,2024-10-03 20:50:31.113
49.74,2024-10-03 20:50:31.122
50.34,2024-10-03 20:50:31.131
50.56,2024-10-03 20:50:31.141
51.34,2024-10-03 20:50:31.149
51.77,2024-10-03 20:50:31.157
52.17,2024-10-03 20:50:31.166
51.41,2024-10-03 20:50:31.174
52.98,2024-10-03 20:50:31.184
52.79,2024-10-03 20:50:34.506
50.2,2024-10-03 20:50:38.492
52.88,2024-10-03 20:50:38.505
49.56,2024-10-03 20:50:42.043
51.27,2024-10-03 20:50:42.056
51.59,2024-10-03 20:50:42.065
52.85,2024-10-03 20:50:42.075
51.21,2024-10-03 20:50:45.873
49.69,2024-10-03 20:50:45.886
51.87,2024-10-03 20:50:45.897
52.17,2024-10-03 20:50:45.910
52.94,2024-10-03 20:50:45.921
